Start,End,Entity,Semantic,File Name
527,537,informants,caregiver,NCT02017340
930,967,systolic bp > 100 mmhg but ≤ 159 mmhg,value,NCT02017340
973,1009,diastolic bp > 65 mmhg but ≤ 99 mmhg,value,NCT02017340
1013,1049,resting office based bp measurements,measurement,NCT02017340
1056,1093,systolic bp > 105 mmhg but ≤ 140 mmhg,value,NCT02017340
1099,1135,diastolic bp > 70 mmhg but ≤ 90 mmhg,value,NCT02017340
1139,1155,abpm measurement,measurement,NCT02017340
27,29,ad,condition,NCT02033941
46,57,probable ad,condition,NCT02033941
58,62,mmse,measurement,NCT02033941
71,76,12-26,value,NCT02033941
94,118,cholinesterase inhibitor,drug,NCT02033941
125,162,nmda (n-methyl-d-asparate) antagonist,drug,NCT02033941
184,201,at least 12 weeks,time,NCT02033941
259,268,caregiver,caregiver,NCT02033941
353,362,informant,caregiver,NCT02033941
392,409,medical stability,value,NCT02033941
460,485,internist's physical exam,procedure,NCT02033941
487,504,neurological exam,procedure,NCT02033941
510,520,laboratory,measurement,NCT02033941
543,545,no,value,NCT02033941
567,603,no evidence of hepatic insufficiency,value,NCT02033941
20,24,aged,demography,NCT02035982
25,34,>55 years,value,NCT02035982
101,130,primary degenerative dementia,condition,NCT02035982
214,233,alzheimer's disease,condition,NCT02035982
276,278,ad,condition,NCT02035982
296,307,probable ad,condition,NCT02035982
311,339,at least one year's duration,time,NCT02035982
311,323,at least one,value,NCT02035982
346,349,≤15,value,NCT02035982
357,393,mini-mental state examination (mmse),measurement,NCT02035982
422,431,donepezil,drug,NCT02035982
433,443,5 or 10 mg,value,NCT02035982
446,457,galantamine,drug,NCT02035982
459,473,"8, 16 or 24 mg",value,NCT02035982
478,490,rivastigmine,drug,NCT02035982
492,506,"3, 4.5 or 6 mg",value,NCT02035982
517,533,at least 2 years,time,NCT02035982
558,575,at least 3 months,time,NCT02035982
658,670,psychotropic,drug,NCT02035982
810,824,antipsychotics,drug,NCT02035982
862,878,at least 1 month,time,NCT02035982
48,72,diagnosis of probable ad,value,NCT02064920
61,72,probable ad,condition,NCT02064920
143,152,informant,caregiver,NCT02064920
179,196,at least 6 months,time,NCT02064920
212,229,partner/caregiver,caregiver,NCT02064920
311,331,physical examination,procedure,NCT02064920
336,361,clinical laboratory tests,measurement,NCT02064920
369,375,normal,value,NCT02064920
641,701,acceptable history of academic achievement and/or employment,demography,NCT02064920
708,734,magnetic resonance imaging,procedure,NCT02064920
736,739,mri,measurement,NCT02064920
736,739,mri,procedure,NCT02064920
751,816,rules out non-ad conditions contributing to cognitive dysfunction,value,NCT02064920
905,946,females are not of childbearing potential,condition,NCT02064920
36,178,"completed visit 7 (completion visit) in the lead-in double-blind, placebo controlled clinical studies 14861a/nct01955161 or 14862a/nct02006641",condition,NCT02079246
225,264,completed visit 6 (week 28) of the olex,condition,NCT02079246
365,374,memantine,drug,NCT02079246
74,85,probable ad,condition,NCT02167256
86,106,18f-florbetapir scan,procedure,NCT02167256
86,87,1,value,NCT02167256
124,135,elevated aβ,value,NCT02167256
162,165,age,demography,NCT02167256
174,179,55-85,value,NCT02167256
192,196,mmse,measurement,NCT02167256
211,220,18 and 26,value,NCT02167256
272,279,4 weeks,time,NCT02167256
272,273,4,value,NCT02167256
312,327,antidepressants,drug,NCT02167256
390,392,no,value,NCT02167256
418,459,do not have a history of major depression,condition,NCT02167256
471,482,past 1 year,time,NCT02167256
484,509,cholinesterase inhibitors,drug,NCT02167256
514,523,memantine,drug,NCT02167256
552,566,12 weeks prior,time,NCT02167256
577,603,geriatric depression scale,measurement,NCT02167256
604,756,"less than 6 [note: a score ≥6 on this screening scale may be permissible, if the subject is examined by a site clinician and judged not to be depressed.",value,NCT02167256
758,771,study partner,caregiver,NCT02167256
834,862,average of 10 hours per week,value,NCT02167256
1023,1042,good general health,condition,NCT02167256
1096,1230,"subject is not pregnant, lactating, or of childbearing potential (i.e., women must be two years post-menopausal or surgically sterile)",condition,NCT02167256
1231,1249,modified hachinski,measurement,NCT02167256
1250,1273,less than or equal to 4,value,NCT02167256
1274,1294,completed six grades,value,NCT02167256
1298,1307,education,demography,NCT02167256
1311,1334,has a good work history,demography,NCT02167256
22,24,ad,condition,NCT02245737
93,111,more than 6 months,time,NCT02245737
141,154,study partner,caregiver,NCT02245737
155,190,mini-mental state examination score,measurement,NCT02245737
194,199,20-30,value,NCT02245737
324,353,mild alzheimer's disease (ad),condition,NCT02245737
459,470,probable ad,condition,NCT02245737
490,503,mci due to ad,condition,NCT02245737
20,24,ages,demography,NCT02246075
25,42,≥55 and ≤85 years,value,NCT02246075
222,246,support person/caregiver,caregiver,NCT02246075
353,361,dementia,condition,NCT02246075
381,392,probable ad,condition,NCT02246075
488,507,alzheimer's disease,condition,NCT02246075
520,546,magnetic resonance imaging,procedure,NCT02246075
548,551,mri,measurement,NCT02246075
548,551,mri,procedure,NCT02246075
596,612,within 12 months,time,NCT02246075
603,604,1,value,NCT02246075
645,758,consistent with the diagnosis of dementia due to ad without any other clinically significant comorbid pathologies,value,NCT02246075
766,780,mri or ct scan,measurement,NCT02246075
1023,1059,mini-mental state examination (mmse),measurement,NCT02246075
1066,1077,≥12 and ≤26,value,NCT02246075
1091,1109,modified hachinski,measurement,NCT02246075
1138,1140,≤4,value,NCT02246075
1154,1249,"fertile, sexually active subjects (men and women) must use an effective method of contraception",condition,NCT02246075
1189,1202,men and women,demography,NCT02246075
1268,1629,"female subjects and the female partner of male subjects must be surgically sterile (hysterectomy or bilateral tubal ligation), postmenopausal for at least 1-year, or willing to practice adequate methods of contraception if of childbearing potential (defined as consistent use of combined effective methods of contraception [including at least 1 barrier method])",condition,NCT02246075
1270,1274,male,demography,NCT02246075
1823,1953,"living at home, senior residential setting, or an institutional setting without the need for continuous (ie, 24-hour) nursing care",demography,NCT02246075
2147,2156,memantine,drug,NCT02246075
2161,2178,at least 3 months,time,NCT02246075
2289,2294,achei,drug,NCT02246075
2296,2305,donepezil,drug,NCT02246075
2309,2350,any dose form other than 23 mg once daily,value,NCT02246075
2345,2350,daily,time,NCT02246075
2357,2369,rivastigmine,drug,NCT02246075
2373,2384,galantamine,drug,NCT02246075
20,233,completed the pivotal ad-4833/tomm40_301 study with an adjudicated diagnosis of mild cognitive impairment (mci) due to alzheimer's disease (ad) without ongoing serious adverse events (saes) from ad-4833/tomm40_301,condition,NCT02284906
238,242,male,demography,NCT02284906
260,277,at least 65 years,value,NCT02284906
281,284,age,demography,NCT02284906
664,718,living independently or in nonmedical residential care,demography,NCT02284906
726,741,project partner,caregiver,NCT02284906
217,230,mci due to ad,condition,NCT02322021
257,269,prodromal ad,condition,NCT02322021
274,285,ad dementia,condition,NCT02322021
296,299,age,demography,NCT02322021
360,376,amyloid positive,value,NCT02322021
377,411,positron emission tomography (pet),procedure,NCT02322021
457,461,male,demography,NCT02322021
477,491,50 to 85 years,value,NCT02322021
547,556,caregiver,caregiver,NCT02322021
560,569,informant,caregiver,NCT02322021
698,728,acetylcholinesterase inhibitor,drug,NCT02322021
730,735,achei,drug,NCT02322021
740,749,memantine,drug,NCT02322021
787,804,at least 12 weeks,time,NCT02322021
853,855,no,value,NCT02322021
1024,1030,acheis,drug,NCT02322021
1233,1246,least 4 weeks,time,NCT02322021
1239,1240,4,value,NCT02322021
37,48,45-89 years,value,NCT02380573
49,52,old,demography,NCT02380573
53,64,all genders,demography,NCT02380573
65,79,all minorities,demography,NCT02380573
123,172,postmenopausal or surgically sterile females only,condition,NCT02380573
244,273,amnestic and non-amnestic mci,condition,NCT02380573
395,397,ad,condition,NCT02380573
410,448,"alzheimer's early-stage, sporadic-type",condition,NCT02380573
40,70,early alzheimer's disease (ad),condition,NCT02406027
78,103,mild cognitive impairment,condition,NCT02423122
117,128,probable ad,condition,NCT02423122
135,142,mild ad,condition,NCT02423122
143,147,mmse,measurement,NCT02423122
155,163,20 to 28,value,NCT02423122
164,193,evidence of amyloid pathology,value,NCT02423122
197,208,amyloid pet,procedure,NCT02423122
241,259,medications for ad,drug,NCT02423122
325,334,>3 months,time,NCT02423122
50,59,caregiver,caregiver,NCT02431468
151,155,male,demography,NCT02431468
176,181,55-85,value,NCT02431468
191,194,age,demography,NCT02431468
235,251,at least 2 years,time,NCT02431468
290,310,probable alzheimer's,condition,NCT02431468
311,348,mini mental state exam (mmse-2) score,measurement,NCT02431468
352,353,4,value,NCT02431468
390,402,at least one,value,NCT02431468
447,526,neuroimaging (computerized tomography (ct) or magnetic resonance imaging (mri)),procedure,NCT02431468
521,524,mri,measurement,NCT02431468
553,617,consistent with a diagnosis of probable alzheimer's disease (ad),value,NCT02431468
584,612,probable alzheimer's disease,condition,NCT02431468
614,616,ad,condition,NCT02431468
627,655,caregiver(s) or informant(s),caregiver,NCT02431468
692,754,average of 3 hours or more per day for 3 or more days per week,time,NCT02431468
881,906,cholinesterase inhibitors,drug,NCT02431468
908,917,memantine,drug,NCT02431468
949,966,at least 3 months,time,NCT02431468
20,56,mean resting systolic blood pressure,measurement,NCT02471833
57,82,≥ 110 mmhg and ≤ 170 mmhg,value,NCT02471833
83,120,family history of alzheimer's disease,condition,NCT02471833
121,137,african american,demography,NCT02471833
77,90,mci due to ad,condition,NCT02484547
94,101,mild ad,condition,NCT02484547
119,143,clinical dementia rating,measurement,NCT02484547
128,136,dementia,condition,NCT02484547
166,169,0.5,value,NCT02484547
230,234,mmse,measurement,NCT02484547
249,258,24 and 30,value,NCT02484547
283,291,positive,value,NCT02484547
292,339,amyloid positron emission tomography (pet) scan,procedure,NCT02484547
374,378,apoe,measurement,NCT02484547
506,507,1,value,NCT02484547
529,538,informant,caregiver,NCT02484547
542,551,caregiver,caregiver,NCT02484547
39,50,body weight,measurement,NCT02576639
52,57,≥45kg,value,NCT02576639
58,61,bmi,measurement,NCT02576639
63,74,18-34 kg/m2,value,NCT02576639
47,67,probable alzheimer's,condition,NCT02579252
187,223,mini mental state examination (mmse),measurement,NCT02579252
230,243,≥ 20 and ≤ 26,value,NCT02579252
245,254,brain mri,procedure,NCT02579252
251,254,mri,measurement,NCT02579252
263,315,consistent with the diagnosis of alzheimer's disease,value,NCT02579252
316,415,medial temporal lobe atrophy: scheltens score of ≥ 2 (on a scale of 0-4 on the more atrophied side),value,NCT02579252
423,431,positive,value,NCT02579252
432,434,ad,condition,NCT02579252
460,463,csf,measurement,NCT02579252
465,479,"amyloid+, tau+",value,NCT02579252
481,497,at least 6 years,value,NCT02579252
501,528,formal elementary education,demography,NCT02579252
530,533,age,demography,NCT02579252
534,545,50-85 years,value,NCT02579252
736,766,acetylcholinesterase inhibitor,drug,NCT02579252
771,788,at least 3 months,time,NCT02579252
830,839,memantine,drug,NCT02579252
925,955,hachinski ischemia scale score,measurement,NCT02579252
956,959,≤ 4,value,NCT02579252
979,988,caregiver,caregiver,NCT02579252
990,1074,female patients must be either surgically sterile or at least 2 years postmenopausal,condition,NCT02579252
992,996,male,demography,NCT02579252
1043,1059,at least 2 years,time,NCT02579252
1076,1238,"male patients must either be surgically sterile, or he and his female spouse/partner who is of childbearing potential must be using highly effective contraception",condition,NCT02579252
20,45,mild cognitive impairment,condition,NCT02646982
131,238,"logical memory subscale (delayed paragraph recall, paragraph a only) from the wechsler memory scale-revised",measurement,NCT02646982
267,366,<11 for 16 or more years of education; <9 for 8-15 years of education; <6 for <7 years of education,value,NCT02646982
295,304,education,demography,NCT02646982
368,404,montreal cognitive assessment (moca),measurement,NCT02646982
405,409,< 26,value,NCT02646982
410,434,clinical dementia rating,measurement,NCT02646982
419,427,dementia,condition,NCT02646982
561,579,amyloid positivity,value,NCT02646982
671,690,cerebrospinal fluid,measurement,NCT02646982
692,695,csf,measurement,NCT02646982
717,739,amyloid scan (pib-pet),procedure,NCT02646982
34,75,early signs of dementia of alzheimer type,condition,NCT02788513
76,80,male,demography,NCT02788513
109,112,age,demography,NCT02788513
116,133,at least 55 years,value,NCT02788513
153,184,acetylcholinesterase inhibitors,drug,NCT02788513
186,192,acheis,drug,NCT02788513
197,221,allowed but not required,value,NCT02788513
327,344,at least 3 months,time,NCT02788513
609,616,stopped,value,NCT02788513
674,690,at least 6 years,value,NCT02788513
694,710,formal education,demography,NCT02788513
853,866,study partner,caregiver,NCT02788513
911,948,"family member, partner etc., guardian",caregiver,NCT02788513
248,261,men and women,demography,NCT02907567
263,274,50-80 years,value,NCT02907567
278,281,age,demography,NCT02907567
305,307,no,value,NCT02907567
314,350,mild to moderate alzheimer's disease,condition,NCT02907567
381,536,"women must be neither pregnant nor nursing, and are either surgically sterile, postmenopausal or premenopausal using an acceptable method of contraception.",condition,NCT02907567
593,611,neuroimaging (mri),procedure,NCT02907567
607,610,mri,measurement,NCT02907567
671,732,consistent with the clinical diagnosis of alzheimer's disease,value,NCT02907567
734,738,mmse,measurement,NCT02907567
739,744,18-26,value,NCT02907567
783,815,geriatric depression score (gds),measurement,NCT02907567
819,822,< 6,value,NCT02907567
824,842,modified hachinski,measurement,NCT02907567
858,861,≤ 4,value,NCT02907567
863,879,formal education,demography,NCT02907567
883,902,eight or more years,value,NCT02907567
904,994,living at home or in a community setting (assisted living) without continuous nursing care,demography,NCT02907567
1030,1039,caregiver,caregiver,NCT02907567
1054,1077,at least 3 times weekly,time,NCT02907567
1306,1337,acetylcholinesterase inhibitors,drug,NCT02907567
1341,1350,memantine,drug,NCT02907567
1366,1383,for 90 days prior,time,NCT02907567
20,32,man or women,demography,NCT02997982
34,37,age,demography,NCT02997982
38,48,≥ 65 years,value,NCT02997982
178,182,mmse,measurement,NCT02997982
234,236,no,value,NCT02997982
266,285,alzheimer's disease,condition,NCT02997982
289,314,mild cognitive impairment,condition,NCT02997982
343,355,at least one,value,NCT02997982
356,369,brain imaging,procedure,NCT02997982
405,428,"ct, mr, spect or pet/ct",procedure,NCT02997982
527,610,"reduced perfusion or reduced metabolism bilaterally temporally, hippocampal atrophy",value,NCT02997982
614,658,pathological markers for alzheimer's disease,value,NCT02997982
662,681,cerebrospinal fluid,measurement,NCT02997982
868,874,normal,value,NCT02997982
906,914,positive,value,NCT02997982
919,983,anti-hsv (herpes simplex virus) immunoglobulin g (igg) in plasma,measurement,NCT02997982
1006,1026,hetero or homozygote,value,NCT02997982
1031,1062,allele 4 of gene apolipoprotein,measurement,NCT02997982
1038,1039,4,value,NCT02997982
1139,1151,rivastigmine,drug,NCT02997982
1153,1163,galantamin,drug,NCT02997982
1165,1174,donepezil,drug,NCT02997982
1178,1186,memantin,drug,NCT02997982
1192,1210,at least one month,time,NCT02997982
1212,1281,no known allergy or oversensitivity against valaciclovir or aciclovir,condition,NCT02997982
1327,1335,relative,caregiver,NCT02997982
1345,1354,caretaker,caregiver,NCT02997982
36,85,gradual and progressive change in memory function,condition,NCT03352557
91,109,more than 6 months,time,NCT03352557
154,179,mild cognitive impairment,condition,NCT03352557
193,212,alzheimer's disease,condition,NCT03352557
221,228,mild ad,condition,NCT03352557
299,323,clinical dementia rating,measurement,NCT03352557
308,316,dementia,condition,NCT03352557
331,334,cdr,measurement,NCT03352557
352,355,0.5,value,NCT03352557
360,373,mci due to ad,condition,NCT03352557
377,385,0.5 or 1,value,NCT03352557
398,434,mini-mental state examination (mmse),measurement,NCT03352557
444,452,22 to 30,value,NCT03352557
465,485,cdr memory box score,measurement,NCT03352557
489,493,≥0.5,value,NCT03352557
528,532,apoe,measurement,NCT03352557
557,566,informant,caregiver,NCT03352557
567,580,study partner,caregiver,NCT03352557
591,614,amyloid beta positivity,condition,NCT03352557
43,51,dementia,condition,NCT03363269
105,125,probable alzheimer's,condition,NCT03363269
164,182,modified hachinski,measurement,NCT03363269
207,230,less than or equal to 4,value,NCT03363269
231,266,mini-mental state examination score,measurement,NCT03363269
267,275,16 to 26,value,NCT03363269
280,304,clinical dementia rating,measurement,NCT03363269
324,327,0.5,value,NCT03363269
333,349,amyloid postivie,value,NCT03363269
350,359,pet image,procedure,NCT03363269
361,378,bapl score 2 or 3,value,NCT03363269
411,426,ache inhibitors,drug,NCT03363269
430,445,nmda antagonist,drug,NCT03363269
446,467,at least for 3 months,time,NCT03363269
20,69,gradual and progressive change in memory function,condition,NCT03367403
98,108,informants,caregiver,NCT03367403
113,123,≥ 6 months,time,NCT03367403
125,129,mmse,measurement,NCT03367403
139,147,20 to 28,value,NCT03367403
200,221,flortaucipir pet scan,procedure,NCT03367403
222,237,within 6 months,time,NCT03367403
20,44,diagnosis of probable ad,value,NCT03520998
33,44,probable ad,condition,NCT03520998
130,134,mmse,measurement,NCT03520998
141,146,12-24,value,NCT03520998
157,175,modified hachinski,measurement,NCT03520998
207,210,≤ 4,value,NCT03520998
298,318,legal representative,caregiver,NCT03520998
334,347,trial partner,caregiver,NCT03520998
20,24,ages,demography,NCT03533257
25,30,55-89,value,NCT03533257
43,47,male,demography,NCT03533257
62,64,no,value,NCT03533257
71,91,probable alzheimer's,condition,NCT03533257
103,128,mild cognitive impairment,condition,NCT03533257
252,254,ad,condition,NCT03533257
300,304,moca,measurement,NCT03533257
305,311,8 - 26,value,NCT03533257
402,428,geriatric depression scale,measurement,NCT03533257
429,431,<7,value,NCT03533257
444,460,able to complete,value,NCT03533257
498,614,"not pregnant, lactating or of child-bearing potential (women must be >2 years post-menopausal or surgically sterile)",condition,NCT03533257
615,628,study partner,caregiver,NCT03533257
634,660,at least two days per week,time,NCT03533257
853,907,biomarker supportive of ad as the underlying pathology,value,NCT03533257
950,961,amyloid pet,procedure,NCT03533257
963,966,csf,measurement,NCT03533257
982,989,fdg-pet,procedure,NCT03533257
994,1003,vmri scan,procedure,NCT03533257
1010,1034,cholinesterase inhibitor,drug,NCT03533257
1042,1051,memantine,drug,NCT03533257
1070,1082,for 3 months,time,NCT03533257
33,36,age,demography,NCT03656042
40,87,at lease 50 years old and no more than 85 years,value,NCT03656042
58,61,old,demography,NCT03656042
113,132,alzheimer's disease,condition,NCT03656042
229,237,dementia,condition,NCT03656042
409,410,1,value,NCT03656042
419,436,ct/mri brain scan,procedure,NCT03656042
422,425,mri,measurement,NCT03656042
437,457,supporting evidences,value,NCT03656042
472,509,mini-mental examination (mmse) scores,measurement,NCT03656042
513,521,12 to 26,value,NCT03656042
548,572,clinical dementia rating,measurement,NCT03656042
574,577,cdr,measurement,NCT03656042
588,611,1 (mild) or 2 moderate),value,NCT03656042
626,644,modified hachinski,measurement,NCT03656042
663,664,4,value,NCT03656042
681,735,hamilton psychiatric rating scale for depression score,measurement,NCT03656042
743,986,female subject with child-bearing potential agrees to take reliable contraceptive method during the participation of the study (females with no child-bearing potential have to be surgically sterilized or at least 2 years after post-menopausal),condition,NCT03656042
947,963,at least 2 years,time,NCT03656042
1092,1101,caregiver,caregiver,NCT03656042
20,23,age,demography,NCT04063124
24,41,65 years or above,value,NCT04063124
56,58,no,value,NCT04063124
65,67,ad,condition,NCT04063124
69,73,moca,measurement,NCT04063124
74,79,10-20,value,NCT04063124
84,108,clinical dementia rating,measurement,NCT04063124
93,101,dementia,condition,NCT04063124
115,118,cdr,measurement,NCT04063124
144,169,cholinesterase inhibitors,drug,NCT04063124
174,195,at least three months,time,NCT04063124
179,182,ast,measurement,NCT04063124
196,217,body mass index (bmi),measurement,NCT04063124
234,248,19 - 35 kg/ m2,value,NCT04063124
255,261,normal,value,NCT04063124
262,279,blood cell counts,measurement,NCT04063124
323,327,wbcs,measurement,NCT04063124
329,351,"4,500-10,500 cells/mcl",value,NCT04063124
353,378,absolute neutrophil count,measurement,NCT04063124
380,401,"1,800-8,700 cells/mcl",value,NCT04063124
403,412,platelets,measurement,NCT04063124
414,426,140-450 k/ul,value,NCT04063124
428,438,hemoglobin,measurement,NCT04063124
439,457,12.0-17.5 grams/dl,value,NCT04063124
460,465,liver,measurement,NCT04063124
470,484,renal function,measurement,NCT04063124
490,500,10-40 iu/l,value,NCT04063124
502,517,total bilirubin,measurement,NCT04063124
518,531,0.1-1.4 mg/dl,value,NCT04063124
534,545,cholesterol,measurement,NCT04063124
547,557,<240 mg/dl,value,NCT04063124
560,573,triglycerides,measurement,NCT04063124
575,585,<300 mg/dl,value,NCT04063124
609,614,hba1c,measurement,NCT04063124
615,618,< 7,value,NCT04063124
622,632,pt/ptt/inr,measurement,NCT04063124
633,653,within normal limits,value,NCT04063124
692,725,legally authorized representative,caregiver,NCT04063124
777,790,study partner,caregiver,NCT04063124
20,24,ages,demography,NCT04079803
25,46,>= 50 and <= 85 years,value,NCT04079803
157,165,dementia,condition,NCT04079803
185,205,probable alzheimer's,condition,NCT04079803
214,249,mini-mental state examination score,measurement,NCT04079803
250,265,>= 16 and <= 26,value,NCT04079803
282,304,"female, postmenopausal",condition,NCT04079803
309,324,at least 1 year,time,NCT04079803
333,461,"living at home, senior residential setting, or an institutional setting without the need for continuous (i.e. 24-h) nursing care",demography,NCT04079803
588,597,memantine,drug,NCT04079803
599,611,rivastigmine,drug,NCT04079803
613,624,galantamine,drug,NCT04079803
631,636,achei,drug,NCT04079803
666,683,at least 3 months,time,NCT04079803
698,707,donepezil,drug,NCT04079803
718,745,lower than 23 mg once daily,value,NCT04079803
740,745,daily,time,NCT04079803
764,774,non-smoker,condition,NCT04079803
779,795,at least 3 years,time,NCT04079803
812,832,legal representative,caregiver,NCT04079803
899,914,lumbar puncture,procedure,NCT04079803
934,953,cerebrospinal fluid,measurement,NCT04079803
981,1035,ratio of total tau/aβ42 in cerebrospinal fluid >= 0.28,value,NCT04079803
1051,1060,caregiver,caregiver,NCT04079803
41,45,ages,demography,NCT04187547
49,58,50 and 85,value,NCT04187547
102,103,1,value,NCT04187547
114,128,86 to 90 years,value,NCT04187547
292,300,dementia,condition,NCT04187547
348,352,mmse,measurement,NCT04187547
367,375,14 to 26,value,NCT04187547
420,422,no,value,NCT04187547
448,468,probable alzheimer's,condition,NCT04187547
570,596,magnetic resonance imaging,procedure,NCT04187547
643,667,diagnosis of probable ad,value,NCT04187547
656,667,probable ad,condition,NCT04187547
669,737,fluorodeoxyglucose positron emission tomography (fdg-pet) brain scan,procedure,NCT04187547
748,770,pattern typical for ad,value,NCT04187547
959,963,apoe,measurement,NCT04187547
964,981,negative genotype,value,NCT04187547
1013,1023,laboratory,measurement,NCT04187547
1115,1140,cholinesterase inhibitors,drug,NCT04187547
1149,1158,donepezil,drug,NCT04187547
1160,1171,galantamine,drug,NCT04187547
1176,1188,rivastigmine,drug,NCT04187547
1197,1203,gv-971,drug,NCT04187547
1212,1221,memantine,drug,NCT04187547
1229,1331,"other agents which may impact cognition (e.g., souvenaid®, neuroaidtm, cerefolin®, gingko biloba, etc)",drug,NCT04187547
1419,1431,for 3 months,time,NCT04187547
1531,1536,daily,time,NCT04187547
1672,1679,tacrine,drug,NCT04187547
1687,1698,not allowed,time,NCT04187547
1877,1948,do not have active suicidal thoughts (answers 'yes' to questions 4 or 5,value,NCT04187547
1957,2005,columbia-suicide severity rating scale [c-ssrs]),measurement,NCT04187547
2006,2021,within 6 months,time,NCT04187547
2101,2137,no active history of suicide attempt,condition,NCT04187547
2145,2161,previous 2 years,time,NCT04187547
2165,2201,more than 1 lifetime suicide attempt,condition,NCT04187547
2397,2406,caregiver,caregiver,NCT04187547
24,60,female of non-childbearing potential,demography,NCT04191486
70,74,ages,demography,NCT04191486
75,89,50 to 80 years,value,NCT04191486
102,115,mci due to ad,condition,NCT04191486
119,126,mild ad,condition,NCT04191486
184,188,mmse,measurement,NCT04191486
189,197,24 to 30,value,NCT04191486
210,213,csf,measurement,NCT04191486
235,339,"consistent with the presence of aß and p-tau181 abnormality (≤1000 pg/ml for aß, ≥19 pg/ml for p-tau181)",value,NCT04191486
363,418,"ache inhibitor (donepezil, galantamine or rivastigmine)",drug,NCT04191486
419,440,at least for 3 months,time,NCT04191486
483,498,ache inhibitors,drug,NCT04191486
20,24,aged,demography,NCT04249869
25,38,over 65 years,value,NCT04249869
39,42,old,demography,NCT04249869
43,63,regardless of gender,demography,NCT04249869
89,98,caregiver,caregiver,NCT04249869
316,358,mild to moderate alzheimer's type dementia,condition,NCT04249869
360,364,mmse,measurement,NCT04249869
379,388,14 and 26,value,NCT04249869
425,438,over 3 months,time,NCT04249869
450,480,acetylcholinesterase inhibitor,drug,NCT04249869
482,506,nmda receptor antagonist,drug,NCT04249869
512,526,antipsychotics,drug,NCT04249869
528,543,antidepressants,drug,NCT04249869
545,560,mood stabilizer,drug,NCT04249869
566,583,anxiolytic agents,drug,NCT04249869
113,116,age,demography,NCT04263519
117,122,55-85,value,NCT04263519
134,138,male,demography,NCT04263519
163,188,mci or dementia due to ad,condition,NCT04263519
201,209,positive,value,NCT04263519
210,244,ad biomarker (csf or neuroimaging),procedure,NCT04263519
224,227,csf,measurement,NCT04263519
246,255,education,demography,NCT04263519
326,342,able to complete,value,NCT04263519
450,466,lumbar punctures,procedure,NCT04263519
468,472,mris,procedure,NCT04263519
512,525,study partner,caregiver,NCT04263519
531,568,at least two days of contact per week,time,NCT04263519
637,661,cholinesterase inhibitor,drug,NCT04263519
669,678,memantine,drug,NCT04263519
697,709,for 3 months,time,NCT04263519
29,100,completion of participation in the anavex2-73-ad-004 double-blind study,condition,NCT04314934
80,81,4,value,NCT04314934
129,140,outpatients,demography,NCT04314934
145,185,residents of an assisted-living facility,demography,NCT04314934
223,236,study partner,caregiver,NCT04314934
249,272,at least 10hrs per week,time,NCT04314934
326,331,carer,caregiver,NCT04314934
376,378,no,value,NCT04314934
405,440,no suicidal ideation of type 4 or 5,value,NCT04314934
448,495,columbia suicide severity rating scale (c-ssrs),measurement,NCT04314934
508,516,3 months,time,NCT04314934
644,661,suicidal behavior,condition,NCT04314934
669,681,past 2 years,time,NCT04314934
816,892,if of childbearing potential is not pregnant through urine pregnancy testing,condition,NCT04314934
24,27,age,demography,NCT04491006
28,42,55 to 85 years,value,NCT04491006
43,71,mild-to-moderate ad dementia,condition,NCT04491006
82,86,mmse,measurement,NCT04491006
87,92,14-24,value,NCT04491006
94,97,cdr,measurement,NCT04491006
98,104,1 or 2,value,NCT04491006
140,168,"dementia, due probably to ad",condition,NCT04491006
279,303,support person/caregiver,caregiver,NCT04491006
339,369,acetylcholinesterase inhibitor,drug,NCT04491006
371,376,achei,drug,NCT04491006
467,507,achei (except for donepezil at 23 mg po),drug,NCT04491006
512,529,at least 3 months,time,NCT04491006
512,536,at least 3 months before,value,NCT04491006
597,623,discontinued 4 weeks prior,time,NCT04491006
20,39,mild to moderate ad,condition,NCT04520412
101,116,at least 1 year,time,NCT04520412
110,111,1,value,NCT04520412
118,122,mmse,measurement,NCT04520412
138,147,11 and 24,value,NCT04520412
173,182,brain mri,procedure,NCT04520412
179,182,mri,measurement,NCT04520412
188,222,show the highest possibility of ad,value,NCT04520412
231,244,study partner,caregiver,NCT04520412
245,254,caregiver,caregiver,NCT04520412
20,23,age,demography,NCT04570085
24,28,≥ 50,value,NCT04570085
42,69,probable alzheimer dementia,condition,NCT04570085
187,200,brain imaging,procedure,NCT04570085
208,211,mri,measurement,NCT04570085
208,211,mri,procedure,NCT04570085
217,321,"blood test (including ionogram, kidney and liver function, calcemia, crp, tsh, b12 vitamins and folates)",measurement,NCT04570085
348,352,mmse,measurement,NCT04570085
359,362,≥16,value,NCT04570085
378,387,informant,caregiver,NCT04570085
392,401,caregiver,caregiver,NCT04570085
403,426,living with the patient,time,NCT04570085
427,432,iache,drug,NCT04570085
440,449,memantine,drug,NCT04570085
528,536,2 months,time,NCT04570085
20,40,probable alzheimer's,condition,NCT04592341
50,52,ad,condition,NCT04592341
54,62,dementia,condition,NCT04592341
66,78,prodromal ad,condition,NCT04592341
107,120,study partner,caregiver,NCT04592341
139,148,caregiver,caregiver,NCT04592341
317,320,mri,measurement,NCT04592341
317,320,mri,procedure,NCT04592341
347,358,pet imaging,procedure,NCT04592341
575,610,evidence of ad pathological process,value,NCT04592341
